tSNE1	tSNE2	Type	Embryo	APcluster	Merge_Type	APcluster_Merge
HE8W_STR_sc204	5.21633271600162	9.1288574314583	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc205	-18.5163846274274	-19.0635709759278	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc207	2.20979195450051	15.7556176145363	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc208	1.00575748825776	22.9956432512136	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc209	4.21493082379261	10.236186511873	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc210	-26.8977673304363	9.28600801935893	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc211	6.97025965743658	8.80308897677127	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc212	0.586506416944729	18.3942757818232	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc213	-9.31601493708265	32.0554554456584	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc214	-0.392432565978251	18.4888046480581	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc215	-8.50943818991655	29.3137208007808	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc216	-0.329154279168237	17.8118282665079	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc218	-0.288451762015002	16.886960621306	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc219	-8.93320038680541	32.8697143400689	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc220	-15.8281758409644	22.7356108142853	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc221	0.178559769515034	19.0323295712983	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc222	-0.194383943358409	16.7541650528568	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc223	0.187312056551396	20.2243334266442	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc224	-1.73786632943037	16.6944483499111	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc225	-26.8607431268177	10.8022028143351	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc226	-29.2907338668529	8.37067360219	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc227	18.7868471458327	19.9299274889786	HE8W_STR	E7	3	CTB	3
HE8W_STR_sc228	3.40857553134571	14.540110892247	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc229	-16.5441671623738	22.6716973405768	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc230	-29.2050264127807	8.17012157756863	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc231	-0.198087659841464	16.2097790926534	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc232	-9.23436841950979	32.8377238738729	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc233	-9.34789710783594	32.475897613623	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc234	-0.00467954100514987	18.5571405985863	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc235	4.79177396511878	8.9371033140836	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc236	-9.47251764510293	32.471263750179	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc237	-9.85045092316094	32.8509228779651	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc238	-25.1641458046835	8.95209091992068	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc239	7.19258360758353	9.57903206081833	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc240	2.54116080288819	16.792678549354	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc241	-18.7836208612919	-11.8738407097531	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc243	-17.5114066273571	-12.8642906093012	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc244	-11.8215030312692	23.1681597715419	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc245	-16.0296645059064	21.4534098919176	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc246	5.20862719680674	16.1282685716853	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc247	-16.5803488053531	-11.9830385984054	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc248	2.39588897333695	16.5677030458115	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc249	2.47975044972144	17.8349404842149	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc250	1.71340607814629	17.162628785245	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc251	17.3947761869179	21.1912408717495	HE8W_STR	E7	3	CTB	3
HE8W_STR_sc252	2.31803413318098	17.3305772758132	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc253	-9.82514516108712	32.7506993999034	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc254	-14.8750916852092	23.2580312468273	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc255	20.9278439640871	11.9742113142093	HE8W_STR	E7	12	STB	12
HE8W_STR_sc256	-29.4179458782615	8.02730650201653	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc257	-1.13592046417354	17.803620153843	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc258	-0.106513240678817	18.4204877737243	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc259	-10.3694597824311	32.2468201589928	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc260	-9.67311187796753	33.0482847060135	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc261	-19.2396241400328	-11.8163647498085	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc262	1.27088522814258	24.1514900065943	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc263	-24.6725673842725	8.61436554891913	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc264	-15.1197156603347	21.5575085829006	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc265	6.83649444635175	27.2667813570031	HE8W_STR	E7	4	CTB	4
HE8W_STR_sc266	-15.5121211821584	21.1986189722964	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc267	-15.586095369687	22.8268149447593	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc268	-15.3813620137823	20.928794489979	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc269	0.970387119569852	23.9867931358387	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc270	2.92355642630348	18.8444573666484	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc271	-11.7088908198935	31.1889336743355	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc272	2.46245642420384	16.2748030623259	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc273	2.40165025670046	16.6931111880666	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc274	5.40315119262199	16.3958298509767	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc275	2.89514268837007	17.6768536352201	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc276	-18.9889433040997	3.28921521793466	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc277	-19.3638979065236	-18.9476980721072	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc278	-15.9739797294815	21.9121057104026	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc279	-29.6674029020952	10.3708677481707	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc281	-0.337231555476554	19.0817699937611	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc283	4.2541854616297	8.42872062534287	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc284	17.9121727797912	17.0570647498488	HE8W_STR	E7	3	CTB	3
HE8W_STR_sc285	-17.6795192358592	-12.3693266725818	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc286	-15.1051500964206	9.39354892017407	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc287	-10.1762694889139	33.2494371963022	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc288	-11.7685920907876	31.2933281639484	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc289	-8.62506327414097	32.0557519578562	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc290	-18.0749923275987	-11.4137505752712	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc291	-16.6372357889603	17.9080267447983	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc293	0.712538391505979	23.6562513958997	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc297	4.17023701074193	8.62930654250428	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc298	2.80038162442125	17.6211103492141	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc299	-29.9842625307799	10.9872238270353	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc300	-29.7886589132065	9.6771784085168	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc301	-13.3224682052404	20.7638612729107	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc302	-0.969124004508022	17.1696987922316	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc303	-29.8938662356996	10.681951275886	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc304	1.19340726120776	19.8766029860268	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc305	4.73247714635507	7.24059150757292	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc306	2.87162591828698	17.3772317817022	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc307	-13.3326736836327	20.7759212224807	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc308	-24.6420568361943	7.68365132607866	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc309	0.700248690623594	23.3668538576427	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc311	1.18263625435101	22.2685912376399	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc312	-16.1598252383506	22.2016121016983	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc313	-1.04089188006745	16.9197822448327	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc314	-9.3113020515217	33.1452154947047	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc316	-26.3923567134995	10.8286149025441	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc317	-0.254966181481165	18.2806394554012	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc318	0.854648225569372	17.7541533732516	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc320	-15.4213310836897	1.54436948941334	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc321	2.50429966516444	6.8397943122086	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc322	1.15668587319818	19.6996346268574	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc323	0.00187975833879928	18.9563210472437	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc324	-13.4896564815371	4.4428236691651	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc325	11.0251492462447	-6.71019324371846	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc326	-11.4723154211382	22.9742623913806	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc327	-8.75253149254982	32.5676640961989	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc329	-15.6144671068409	21.9648535161899	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc331	-29.3573141893405	10.5039999039171	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc332	-12.5365450185157	23.837504413073	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc333	5.530492459323	8.05249516801639	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc334	-0.0294486316762128	16.9511599376969	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc335	6.87664159831176	9.15485954774493	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc336	-10.8452417329575	31.2005096233323	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc337	2.64002804285555	17.6060172970297	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc338	-0.947949928191713	16.6627697373434	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc339	-9.68441988166164	32.3671503151356	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc340	5.55170983460332	16.4761025234762	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc341	-15.0845459290938	23.15611243851	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc343	1.05652889416288	21.9408676180776	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc344	4.14734802712451	7.52490768076891	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc345	0.619095130681409	17.7302874249058	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc346	1.25653810124746	24.3553493709521	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc347	5.01846906384812	8.19969281070808	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc348	-14.9131625230813	10.409344319279	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc349	0.742447273511297	23.4333621525155	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc350	-10.8216349499298	32.6469716273364	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc351	0.502089413641342	24.0060237834592	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc352	-14.8722956835991	9.33197211687868	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc355	-10.9600709972424	31.5058473651693	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc356	-16.7558644804511	18.4061251731155	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc357	-24.6815596573256	7.86124715182531	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc358	-15.8971415346536	22.3026606473043	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc359	-26.4253961378373	9.53918687069349	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc360	-25.8120107856834	9.90852559379135	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc361	-14.9003707591689	10.0075399569479	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc362	-15.6005900407339	22.6765889918264	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc363	-10.7100204451421	31.8546102322479	HE8W_STR	E7	17	Mes	17
HE8W_STR_sc364	-23.8643818156091	9.81349943114104	HE8W_STR	E7	5	Marc	5
HE8W_STR_sc365	-16.7968784126165	18.5956211273057	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc366	-17.1717173867982	-0.326236966585799	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc367	0.803252355220359	18.3445158194309	HE8W_STR	E7	6	CTB	6
HE8W_STR_sc368	5.20072684634456	9.6809286623976	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc369	4.34580033694475	9.36753108725242	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc371	-18.9095248546842	3.86635244610222	HE8W_STR	E7	15	Marc	15
HE8W_STR_sc372	18.3149275234878	16.5727368723371	HE8W_STR	E7	3	CTB	3
HE8W_STR_sc373	-16.42431371081	21.6480191275205	HE8W_STR	E7	16	Mes	16
HE8W_STR_sc374	5.05846852606667	9.51937294026179	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc375	3.70553755159606	9.01310340584619	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc376	13.3215237709666	-0.689672508253052	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc377	8.84105769812853	-2.73865816159395	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc378	8.48591102362811	2.03993498447063	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc379	7.01959677569017	-1.82546181574527	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc380	-19.5786818097648	-11.8352217467876	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc381	7.93870245187314	-3.75988827814272	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc382	7.22766761329719	-2.97431694052508	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc384	9.75655855993579	-1.99449606423605	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc385	-2.74738177104099	-10.2400540492649	HE8W_STR	E7	10	EVT_8W	7
HE8W_STR_sc386	8.79414114646389	-0.621503564413958	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc387	7.16182566401492	-2.00671511660879	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc388	8.14703861545874	-1.33604323131297	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc389	7.75017161586277	-0.810306193689122	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc390	7.68515557955318	-8.61187151785311	HE8W_STR	E7	7	EVT_8W	7
HE8W_STR_sc391	7.92878232786515	8.21135626222305	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc392	-18.2753417047361	-18.9836727455808	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc393	-17.8219216361782	-12.4248113677336	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc394	8.72919667267981	7.07212530930802	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc395	8.48378682206347	-3.12132352615223	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc396	9.28756298661186	-2.8122116514751	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc397	8.48511309165917	-14.9069594045298	HE8W_STR	E7	7	EVT_8W	7
HE8W_STR_sc398	8.46843828471096	2.3969966249664	HE8W_STR	E7	8	EVT_8W	8
HE8W_STR_sc399	8.65532752490008	-3.36322284668215	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc400	7.97410558302982	-4.25047969419761	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc401	-17.7259110336922	-12.6188642114647	HE8W_STR	E7	13	Blood	13
HE8W_STR_sc402	9.09258238792127	-14.3079564748366	HE8W_STR	E7	7	EVT_8W	7
HE8W_STR_sc403	7.80992607682577	-3.87632185654671	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc404	6.59117216807547	-4.60477756585305	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc405	7.36140453933057	-5.61352597283862	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc406	9.41299916593416	1.91422965101197	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc407	7.18951289295355	-2.73797825203736	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc408	6.77741045705444	-7.00034856788307	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc409	6.72340045082643	-3.79675359462333	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc410	6.3261188312961	-4.06456526903913	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc411	8.07777219670491	-3.94008119978055	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc413	7.95798754136963	-2.46648720648798	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc414	6.92637101637801	-2.28763686681439	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc415	8.29567050494178	-1.64244874727715	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc416	7.64931943756959	-7.77389626102958	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc417	8.6185901792739	-14.2230313475787	HE8W_STR	E7	7	EVT_8W	7
HE8W_STR_sc418	7.5648958452046	-6.40860096331088	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc419	8.61301967183268	-15.8469900797942	HE8W_STR	E7	7	EVT_8W	7
HE8W_STR_sc420	5.37396235968058	1.47119389946705	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc421	7.42777098771973	-3.00062413229678	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc422	7.45177654107532	-1.67078806236185	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc423	8.04282999245843	-6.84233198446102	HE8W_STR	E7	14	EVT_8W	7
HE8W_STR_sc424	-18.0224526134063	-1.09287930125592	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc425	-15.5008533649378	3.41617866624237	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc426	-19.1089690219152	-19.1864639415545	HE8W_STR	E8	13	Blood	13
HE8W_STR_sc427	-1.39791938961869	16.2159123799161	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc428	-17.4418022950282	4.91247316448588	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc429	-17.1445273895459	-0.205173391097535	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc430	26.0746255760019	14.1560163604104	HE8W_STR	E8	12	STB	12
HE8W_STR_sc431	-27.83877868935	4.63471795734047	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc432	-0.269727591080866	4.58686143141275	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc433	-15.8090604931185	21.5644423967361	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc434	-17.1207603614293	4.79162609748892	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc436	-17.6298664226635	2.34216585310689	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc437	-0.785365521503416	4.25561720402938	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc438	-26.2202899119913	7.43099045280005	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc439	-29.17418628916	8.96720001267192	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc440	-9.12529892382967	31.1185440838044	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc441	-16.1889896100274	2.33715894558901	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc442	-1.4165034980233	3.83641084261882	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc443	-16.7015538937518	-13.8701372939996	HE8W_STR	E8	13	Blood	13
HE8W_STR_sc444	-17.522848048896	1.62930450957506	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc445	-17.6023149224974	0.093852060030724	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc447	-9.45713878133544	31.0962946632936	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc448	-15.0638353090727	3.07871316080309	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc449	-28.1836910710006	11.0714144796747	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc450	-17.9318576376105	0.521122933579962	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc451	-16.1332374141121	2.09445686243458	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc452	-1.3729041411741	4.49113831677521	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc453	-17.2838905032914	4.47901243832119	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc454	4.38770228077785	24.099692022831	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc455	-17.8661154918377	1.70439925859744	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc456	-17.3320712732406	-0.060320377182302	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc457	-18.1418709082502	5.55314337413223	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc458	-17.8359448599589	3.26520003242683	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc459	10.9947581709943	-6.70158762709245	HE8W_STR	E8	14	EVT_8W	7
HE8W_STR_sc460	-16.8389258845997	-13.8147541803224	HE8W_STR	E8	13	Blood	13
HE8W_STR_sc461	-1.07872534648518	3.31841561784913	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc462	-14.9303490120033	5.46554655173697	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc463	-14.2599954065554	22.2854803800501	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc465	-13.8306925084106	3.10889020675081	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc466	4.83690487978787	24.7858898900139	HE8W_STR	E8	4	CTB	4
HE8W_STR_sc467	-14.2702555050559	10.3174642165736	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc468	-15.5900399004494	22.0927017821561	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc469	9.19391408295428	25.7866631553183	HE8W_STR	E8	4	CTB	4
HE8W_STR_sc470	-26.5010320367012	7.18350874726918	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc471	-14.1235013429537	22.636268024842	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc472	-27.3893301040492	8.46374306706974	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc473	-18.3933307637125	3.48320327755316	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc474	-15.0215512327249	22.143828028829	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc475	-14.411224270102	9.72627619435588	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc476	-28.8225642044119	10.7306937161623	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc477	-14.3783802954618	10.495650784412	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc478	-17.4151038807051	2.47795304593173	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc479	-14.9186439148641	22.0653169328433	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc480	-14.1967672243357	8.7662929360554	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc481	-14.6907177523252	4.18731508577331	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc482	-3.49112107849415	0.434145826805823	HE8W_STR	E8	9	EVT_8W	8
HE8W_STR_sc483	-28.8051152197621	10.8113080889583	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc484	-28.3402243710869	9.69953978824714	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc485	-14.4508831747526	3.98326163657075	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc486	-16.964423762368	3.0718029695341	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc487	-9.6213698782014	30.2338716870721	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc488	-29.1324931578933	10.1631856114111	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc489	1.34263151169353	22.4179683604703	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc490	-14.1529814165721	9.21082001151245	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc491	-14.721107888504	4.56449500870396	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc492	-14.7057626701842	21.1225358660528	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc493	-26.6360243643534	8.1529676023539	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc494	22.4622051849819	12.2449899579578	HE8W_STR	E8	12	STB	12
HE8W_STR_sc495	-25.4150927933073	7.50186378577473	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc496	-27.8139080122507	7.34825611253258	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc497	-14.1155119082757	2.79694735000683	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc498	4.28945279717006	23.5992921310178	HE8W_STR	E8	6	CTB	6
HE8W_STR_sc499	-9.23746191616647	31.4688055846418	HE8W_STR	E8	17	Mes	17
HE8W_STR_sc500	-27.4192509780483	8.18495924801033	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc501	-14.7552932693748	22.1473591149652	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc503	-13.6557973731696	9.71137239187915	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc504	15.9689183057166	21.1680392744033	HE8W_STR	E8	3	CTB	3
HE8W_STR_sc505	-14.6308321862424	3.70200051907327	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc506	-28.8915072070406	10.4132433323981	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc507	-17.5366341382508	-0.355961821438347	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc508	-15.0210100746827	3.3713357335327	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc509	-28.1316563020138	9.47961881136726	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc510	-14.1820307181313	22.7143723587364	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc511	-18.7181174412412	1.70118719972093	HE8W_STR	E8	15	Marc	15
HE8W_STR_sc512	-27.1022751052087	7.54045401970717	HE8W_STR	E8	5	Marc	5
HE8W_STR_sc514	-15.2770364317727	21.8429982830422	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc515	-15.0967062808803	22.7100863893957	HE8W_STR	E8	16	Mes	16
HE8W_STR_sc516	-9.73389088470856	30.8382564692354	HE8W_STR	E8	17	Mes	17
